,0.001,0.003,0.01,0.03,0.1,0.3,1,3,10,30,100,300
100,78.41,73.88,68.91,64.38,59.41,54.88,49.92,45.38,40.42,36.9948,33.775112,30.74860528
150,83.84,79.3,74.34,69.81,64.84,60.31,55.34,50.81,45.84,42.0896,38.564224,35.25037056
200,87.68,83.15,78.18,73.65,68.68,64.15,59.19,54.65,49.69,45.7086,41.966084,38.44811896
250,90.77,86.24,81.27,76.74,71.77,67.24,62.27,57.74,52.78,48.6132,44.696408,41.01462352
298.15,93.27,88.74,83.77,79.24,74.27,69.74,64.77,60.24,55.28,50.9632,46.905408,43.09108352
400,97.5,92.97,88.01,83.47,78.51,73.98,69.01,64.48,59.51,54.9394,50.643036,46.60445384
500,100.74,96.21,91.24,86.71,81.74,77.21,72.24,67.71,62.75,57.985,53.5059,49.295546
600,103.39,98.86,93.89,89.36,84.39,79.86,74.89,70.36,65.4,60.476,55.84744,51.4965936
700,105.63,101.1,96.14,91.6,86.64,82.11,77.14,72.61,67.64,62.5816,57.826704,53.35710176
800,107.59,103.06,98.09,93.56,88.59,84.06,79.1,74.57,69.6,64.424,59.55856,54.9850464
900,109.33,104.8,99.83,95.3,90.33,85.8,80.83,76.3,71.34,66.0596,61.096024,56.43026256
"1,000",110.9,106.37,101.4,96.87,91.9,87.37,82.4,77.87,72.91,67.5354,62.483276,57.73427944
"1,100",112.34,107.8,102.84,98.31,93.34,88.81,83.84,79.31,74.34,68.8796,63.746824,58.92201456
"1,200",113.66,109.13,104.17,99.63,94.67,90.14,85.17,80.64,75.67,70.1298,64.922012,60.02669128
"1,300",114.91,110.37,105.41,100.87,95.91,91.38,86.41,81.88,76.91,71.2954,66.017676,61.05661544
"1,400",116.08,111.54,106.57,102.04,97.07,92.54,87.57,83.04,78.07,72.3858,67.042652,62.02009288
"1,500",117.21,112.66,107.68,103.14,98.17,93.64,88.67,84.14,79.17,73.4198,68.014612,62.93373528
"1,600",118.33,113.75,108.75,104.2,99.22,94.69,89.72,85.18,80.21,74.3974,68.933556,63.79754264
"1,700",119.52,114.85,109.8,105.23,100.23,95.69,90.71,86.18,81.21,75.3374,69.817156,64.62812664
"1,800",120.89,116.04,110.88,106.25,101.22,96.66,91.67,87.13,82.16,76.2304,70.656576,65.41718144
"1,900",122.63,117.43,112.05,107.31,102.21,97.61,92.6,88.05,83.07,77.0858,71.460652,66.17301288
"2,000",125.01,119.17,113.39,108.45,103.23,98.56,93.52,88.94,83.95,77.913,72.23822,66.9039268
"2,100",128.42,121.49,115.04,109.75,104.32,99.55,94.43,89.83,84.81,78.7214,72.998116,67.61822904
"2,200",133.35,124.69,117.16,111.32,105.54,100.59,95.37,90.7,85.66,79.5204,73.749176,68.32422544
"2,300",140.4,129.14,119.96,113.26,106.95,101.74,96.34,91.6,86.5,80.31,74.4914,69.021916
"2,400",150.05,135.24,123.68,115.73,108.65,103.03,97.39,92.52,87.34,81.0996,75.233624,69.71960656
"2,500",162.37,143.35,128.6,118.9,110.71,104.53,98.54,93.49,88.2,81.908,75.99352,70.4339088
"2,600",176.39,153.56,134.96,122.95,113.27,106.3,99.83,94.52,89.08,82.7352,76.771088,71.16482272
"2,700",189.95,165.37,142.9,128.06,116.42,108.42,101.29,95.66,90.01,83.6094,77.592836,71.93726584
"2,800",200.86,177.48,152.27,134.33,120.28,110.95,102.98,96.91,90.99,84.5306,78.458764,72.75123816
"2,900",208.39,188.21,162.48,141.76,124.95,113.97,104.94,98.31,92.05,85.527,79.39538,73.6316572
"3,000",213.14,196.47,172.52,150.1,130.46,117.54,107.2,99.89,93.2,86.608,80.41152,74.5868288
"3,100",216.09,202.2,181.32,158.82,136.78,121.72,109.82,101.67,94.45,87.783,81.51602,75.6250588
"3,200",218,205.97,188.24,167.2,143.71,126.51,112.83,103.67,95.82,89.0708,82.726552,76.76295888
"3,400",220.32,210.16,196.8,180.5,157.95,137.63,120.09,108.47,98.98,92.0412,85.518728,79.38760432
"3,600",221.86,212.36,200.99,188.34,169.85,149.54,128.87,114.38,102.79,95.6226,88.885244,82.55212936
"3,800",223.1,213.85,203.29,192.54,177.78,160.09,138.48,121.37,107.32,99.8808,92.887952,86.31467488
"4,000",224.21,215.06,204.84,194.97,182.49,167.87,147.72,129.07,112.56,104.8064,97.518016,90.66693504
"4,200",225.24,216.13,206.06,196.59,185.32,172.98,155.45,136.86,118.38,110.2772,102.660568,95.50093392
"4,400",226.21,217.12,207.11,197.84,187.18,176.23,161.2,143.98,124.51,116.0394,108.077036,100.5924138
"4,600",227.13,218.06,208.08,198.9,188.56,178.4,165.21,149.88,130.59,121.7546,113.449324,105.6423646
"4,800",228.02,218.95,208.99,199.85,189.68,179.97,167.98,154.42,136.22,127.0468,118.423992,110.3185525
"5,000",228.88,219.8,209.85,200.74,190.66,181.2,169.96,157.79,141.09,131.6246,122.727124,114.3634966
"5,200",229.72,220.63,210.67,201.57,191.55,182.23,171.46,160.28,145.09,135.3846,126.261524,117.6858326
"5,400",230.54,221.43,211.47,202.38,192.38,183.15,172.66,162.15,148.27,138.3738,129.071372,120.3270897
"5,600",231.37,222.23,212.25,203.13,193.16,183.98,173.67,163.61,150.77,140.7238,131.280372,122.4035497
"5,800",232.21,223.02,213.01,203.9,193.91,184.76,174.57,164.8,152.74,142.5756,133.021064,124.0398002
"6,000",233.01,223.82,213.76,204.63,194.64,185.51,175.38,165.82,154.31,144.0514,134.408316,125.343817
"6,300",234.52,225.08,214.91,205.72,195.7,186.57,176.5,167.12,156.18,145.8092,136.060648,126.8970091
"6,600",236.2,226.45,216.1,206.81,196.74,187.59,177.54,168.26,157.66,147.2004,137.368376,128.1262734
"7,000",239.09,228.63,217.84,208.33,198.13,188.91,178.85,169.63,159.28,148.7232,138.799808,129.4718195
"7,300",241.99,230.68,219.35,209.57,199.2,189.9,179.8,170.59,160.34,149.7196,139.736424,130.3522386
"7,600",245.8,233.23,221.13,210.95,200.33,190.91,180.74,171.51,161.32,150.6408,140.602352,131.1662109
"8,000",252.82,237.74,224.08,213.1,201.99,192.32,182,172.71,162.53,151.7782,141.671508,132.1712175
"8,300",259.97,242.22,226.89,215.05,203.4,193.45,182.97,173.6,163.4,152.596,142.44024,132.8938256
"8,600",269.11,247.9,230.35,217.36,205,194.69,183.98,174.5,164.25,153.395,143.1913,133.599822
"9,000",284.87,257.75,236.25,221.18,207.52,196.55,185.43,175.74,165.38,154.4572,144.189768,134.5383819
"9,300",299.37,267.11,241.83,224.72,209.78,198.14,186.61,176.72,166.24,155.2656,144.949664,135.2526842
"9,600",315.71,278.26,248.58,228.96,212.42,199.95,187.9,177.74,167.11,156.0834,145.718396,135.9752922
"10,000",338.54,295.69,259.56,235.87,216.63,202.75,189.83,179.22,168.31,157.2114,146.778716,136.971993
